,Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
5499,5595,Decision - Unanimous,3,900,1,Kajan Johnson,0,20,39%,23,3,27%,1,0,385.0,10,2,8,8,9,3,0,Zhang Lipeng,0,20,42%,51,1,50%,0,0,151.0,6,4,10,13,6,1,1.0
5500,5596,KO/TKO,3,721,0,Kajan Johnson,0,29,31%,29,4,44%,0,1,105.0,22,5,2,26,2,1,1,Tae Hyun Bang,2,34,31%,40,0,0%,0,2,95.0,32,2,0,29,0,5,1.0
5501,5597,Submission,1,269,0,Dashon Johnson,0,7,63%,11,1,50%,0,0,58.0,4,2,1,3,1,3,1,Godofredo Pepey,0,8,40%,9,0,,2,1,3.0,8,0,0,3,0,5,1.0
5502,5598,Submission,3,796,0,Dashon Johnson,0,11,73%,24,0,0%,1,1,19.0,8,2,1,5,6,0,1,Jake Matthews,0,60,70%,137,4,36%,1,0,627.0,51,5,4,4,10,46,1.0
5503,5599,Decision - Unanimous,3,900,1,Timothy Johnson,0,77,52%,139,0,0%,0,0,348.0,42,25,10,23,54,0,0,Marcelo Golm,0,59,67%,89,0,,0,0,64.0,40,13,6,27,32,0,4.0
5504,5600,KO/TKO,1,171,0,Timothy Johnson,0,19,46%,25,0,,0,0,81.0,7,2,10,8,11,0,1,Junior Albini,1,21,60%,28,0,,0,0,1.0,11,9,1,12,7,2,4.0
5505,5601,Decision - Split,3,900,1,Timothy Johnson,0,52,50%,102,1,20%,0,0,522.0,29,4,19,21,26,5,0,Daniel Omielanczuk,0,54,58%,94,0,0%,0,0,35.0,25,19,10,35,19,0,4.0
5506,5602,Decision - Split,3,900,0,Timothy Johnson,1,43,46%,62,1,12%,0,0,273.0,36,5,2,13,8,22,1,Alexander Volkov,0,45,53%,91,1,50%,0,0,225.0,35,9,1,31,14,0,4.0
5507,5603,Decision - Unanimous,3,900,1,Timothy Johnson,0,45,35%,83,0,,0,0,224.0,34,6,5,33,12,0,0,Marcin Tybura,0,48,47%,75,1,33%,0,0,77.0,30,14,4,37,11,0,4.0
5508,5604,Decision - Unanimous,3,900,0,Timothy Johnson,0,26,45%,86,3,75%,0,0,524.0,20,6,0,10,14,2,1,Jared Rosholt,0,19,55%,53,2,40%,1,0,145.0,16,3,0,4,7,8,4.0
5509,5605,KO/TKO,1,297,1,Timothy Johnson,0,22,37%,33,1,50%,0,0,57.0,14,1,7,3,8,11,0,Shamil Abdurakhimov,0,9,36%,11,0,0%,0,0,31.0,5,0,4,9,0,0,4.0
5510,5606,Submission,2,342,1,Jordan Johnson,0,35,63%,55,3,75%,2,0,215.0,33,1,1,3,2,30,0,Adam Yandiev,0,1,8%,1,0,,0,0,0.0,0,0,1,1,0,0,4.0
5511,5607,Decision - Split,3,900,1,Jordan Johnson,0,59,55%,176,2,18%,0,0,433.0,44,7,8,57,2,0,0,Adam Milstead,0,58,43%,70,0,,0,0,0.0,47,6,5,44,13,1,4.0
5512,5608,Decision - Unanimous,3,900,1,Jordan Johnson,0,42,30%,47,2,33%,0,0,110.0,39,3,0,35,1,6,0,Marcel Fortuna,0,53,51%,62,0,0%,0,0,0.0,28,14,11,51,2,0,4.0
5513,5609,Decision - Unanimous,3,900,1,Jordan Johnson,0,39,58%,106,4,80%,2,0,581.0,36,2,1,23,3,13,0,Henrique da Silva,0,22,51%,30,0,,0,0,20.0,9,8,5,17,4,1,4.0
5514,5610,Submission,1,130,0,Brian Johnston,0,6,60%,6,0,,0,0,,6,0,0,4,2,0,1,Dan Bobish,0,9,42%,12,1,100%,1,0,,9,0,0,2,3,4,1.0
5515,5611,Submission,1,348,0,Brian Johnston,0,1,33%,12,0,,0,0,,0,0,1,1,0,0,1,Ken Shamrock,0,22,56%,70,1,100%,1,0,,21,1,0,0,0,22,1.0
5516,5612,KO/TKO,1,140,0,Brian Johnston,0,3,60%,3,0,,0,0,,0,0,3,3,0,0,1,Mark Coleman,0,9,90%,21,1,100%,0,0,,9,0,0,0,0,9,1.0
5517,5613,KO/TKO,1,28,1,Brian Johnston,0,6,75%,8,1,100%,0,0,,5,1,0,0,1,5,0,Reza Nasri,0,0,,0,0,0%,0,0,,0,0,0,0,0,0,1.0
5518,5614,KO/TKO,1,277,0,Brian Johnston,0,11,50%,28,0,,0,0,,5,4,2,0,11,0,1,Don Frye,0,11,68%,42,1,100%,0,0,,4,7,0,1,5,5,1.0
5519,5615,KO/TKO,1,145,1,Brian Johnston,0,2,40%,13,1,50%,1,1,,2,0,0,0,0,2,0,Scott Fiedler,0,3,75%,5,0,,0,0,,2,0,1,1,0,2,1.0
5520,5616,TKO - Doctor's Stoppage,1,300,0,Liana Jojua,0,30,37%,30,0,,0,0,0.0,26,4,0,30,0,0,1,Miranda Maverick,0,49,51%,49,0,,0,0,0.0,25,15,9,49,0,0,1.0
5521,5617,Submission,1,163,1,Liana Jojua,0,2,66%,3,0,,3,0,52.0,1,1,0,1,1,0,0,Diana Belbita,0,5,55%,6,1,50%,0,0,94.0,3,2,0,3,2,0,1.0
5522,5618,KO/TKO,3,746,0,Liana Jojua,0,19,42%,45,2,66%,0,0,140.0,12,6,1,16,1,2,1,Sarah Moras,0,44,50%,130,0,,1,1,395.0,35,6,3,16,1,27,1.0
5523,5619,KO/TKO,1,52,0,Daniel Jolly,0,0,0%,0,0,0%,0,0,8.0,0,0,0,0,0,0,1,Khalil Rountree Jr.,1,3,100%,5,0,,0,0,1.0,1,2,0,0,1,2,1.0
5524,5620,KO/TKO,1,285,0,Daniel Jolly,0,6,42%,10,0,,0,0,29.0,1,4,1,5,1,0,1,Misha Cirkunov,0,24,82%,62,3,75%,0,0,175.0,20,4,0,6,1,17,1.0
5525,5621,TKO - Doctor's Stoppage,1,233,0,Paul Jones,0,5,71%,6,0,0%,0,0,40.0,0,2,3,3,2,0,1,Chuck Liddell,0,13,46%,19,0,,0,0,124.0,13,0,0,3,6,4,4.0
5526,5622,Submission,1,260,1,Paul Jones,0,21,60%,60,0,,2,1,237.0,20,1,0,0,0,21,0,Flavio Luiz Moura,1,1,50%,15,0,,0,0,14.0,1,0,0,1,0,0,4.0
5527,5623,Decision - Unanimous,5,1500,1,Jon Jones,0,104,62%,107,2,22%,0,0,101.0,31,30,43,101,3,0,0,Dominick Reyes,0,116,44%,119,0,,0,0,0.0,41,48,27,109,7,0,4.0
5528,5624,Decision - Split,5,1500,1,Jon Jones,0,59,65%,59,0,0%,0,0,0.0,11,16,32,55,4,0,0,Thiago Santos,0,43,25%,43,0,,0,0,0.0,9,7,27,42,1,0,4.0
5529,5625,Decision - Unanimous,5,1500,1,Jon Jones,0,125,74%,238,3,37%,0,0,779.0,45,35,45,64,31,30,0,Anthony Smith,0,36,54%,45,0,,0,0,0.0,15,9,12,31,5,0,4.0
5530,5626,KO/TKO,3,722,1,Jon Jones,0,59,57%,63,1,20%,0,0,89.0,26,15,18,40,7,12,0,Alexander Gustafsson,0,22,26%,24,0,,0,0,0.0,12,4,6,19,3,0,4.0
5531,5628,Decision - Unanimous,5,1500,1,Jon Jones,0,105,66%,111,3,60%,0,0,235.0,35,24,46,76,11,18,0,Ovince Saint Preux,0,57,35%,58,0,,0,0,0.0,29,12,16,46,11,0,4.0
5532,5629,Decision - Unanimous,5,1500,1,Jon Jones,0,92,51%,126,3,60%,0,0,410.0,43,34,15,51,40,1,0,Daniel Cormier,0,58,35%,78,1,12%,0,0,94.0,40,11,7,35,22,1,4.0
5533,5630,Decision - Unanimous,5,1500,1,Jon Jones,0,138,58%,158,3,50%,2,0,351.0,88,25,25,99,37,2,0,Glover Teixeira,0,53,27%,65,0,0%,0,0,0.0,34,19,0,30,23,0,4.0
5534,5631,Decision - Unanimous,5,1500,1,Jon Jones,0,134,61%,137,1,9%,0,0,59.0,53,28,53,127,7,0,0,Alexander Gustafsson,0,110,38%,114,1,12%,0,0,19.0,63,33,14,108,2,0,4.0
5535,5632,KO/TKO,1,273,1,Jon Jones,0,20,74%,35,3,50%,0,0,246.0,16,4,0,0,5,15,0,Chael Sonnen,0,6,40%,38,0,,0,0,0.0,0,6,0,0,6,0,4.0
5536,5633,Submission,4,954,1,Jon Jones,1,65,59%,96,1,100%,1,0,565.0,46,5,14,23,0,42,0,Vitor Belfort,0,16,44%,22,0,,1,0,6.0,8,3,5,11,4,1,4.0
5537,5634,Decision - Unanimous,5,1500,1,Jon Jones,0,105,49%,116,1,50%,0,0,60.0,68,19,18,86,18,1,0,Rashad Evans,0,45,29%,49,0,0%,0,0,9.0,16,13,16,39,6,0,4.0
5538,5635,Submission,2,566,1,Jon Jones,1,24,45%,26,1,50%,1,0,87.0,6,6,12,14,7,3,0,Lyoto Machida,0,13,34%,13,0,0%,0,0,0.0,7,2,4,13,0,0,4.0
5539,5636,Submission,4,974,1,Jon Jones,0,61,52%,74,2,33%,2,0,212.0,18,13,30,42,12,7,0,Quinton Jackson,0,16,36%,24,0,0%,0,0,16.0,6,5,5,13,3,0,4.0
5540,5637,KO/TKO,3,757,1,Jon Jones,1,75,66%,102,3,100%,0,0,470.0,50,15,10,26,10,39,0,Mauricio Rua,0,9,22%,11,0,,0,0,5.0,6,2,1,8,1,0,4.0
5541,5638,Submission,2,560,1,Jon Jones,0,20,47%,31,2,100%,3,0,262.0,4,10,6,10,0,10,0,Ryan Bader,0,5,20%,8,0,0%,0,0,0.0,3,0,2,5,0,0,4.0
5542,5639,KO/TKO,1,112,1,Jon Jones,0,15,93%,17,1,100%,0,0,54.0,12,2,1,3,0,12,0,Vladimir Matyushenko,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,4.0
5543,5640,KO/TKO,1,199,1,Jon Jones,0,11,64%,26,2,66%,0,0,163.0,9,1,1,1,1,9,0,Brandon Vera,0,5,62%,7,0,,0,0,0.0,3,1,1,1,1,3,4.0
5544,5641,DQ,1,254,0,Jon Jones,0,44,50%,55,1,100%,0,0,84.0,33,7,4,9,2,33,1,Matt Hamill,0,5,29%,7,0,0%,0,0,0.0,2,0,3,5,0,0,4.0
5545,5642,Submission,2,463,1,Jon Jones,0,25,28%,25,0,,1,0,34.0,11,6,8,24,1,0,0,Jake O'Brien,0,11,16%,11,0,0%,0,0,3.0,11,0,0,11,0,0,4.0
5546,5643,Decision - Unanimous,3,900,1,Jon Jones,1,45,72%,70,7,70%,0,0,249.0,24,16,5,13,22,10,0,Stephan Bonnar,0,37,48%,74,0,0%,0,0,131.0,15,10,12,8,28,1,4.0
5547,5644,Decision - Unanimous,3,900,1,Jon Jones,0,42,41%,68,2,40%,0,0,256.0,25,16,1,13,26,3,0,Andre Gusmao,0,34,40%,46,0,0%,0,0,107.0,11,11,12,19,15,0,4.0
5548,5645,KO/TKO,2,310,0,Marcus Jones,0,10,52%,10,3,75%,1,0,161.0,6,1,3,6,4,0,1,Matt Mitrione,1,14,41%,17,0,,0,0,63.0,6,4,4,5,6,3,1.0
5549,5646,KO/TKO,2,423,0,Carlton Jones,0,22,45%,28,3,50%,2,0,,20,1,1,18,2,2,1,Mike Cook,0,17,42%,50,1,33%,1,1,,10,6,1,8,5,4,1.0
5550,5647,KO/TKO,1,117,0,Carlton Jones,0,2,16%,3,0,,0,0,,2,0,0,2,0,0,1,Glover Teixeira,0,15,39%,24,1,50%,0,0,,14,1,0,2,0,13,1.0
5551,5648,KO/TKO,1,131,0,Carlton Jones,0,2,66%,2,0,,0,0,,2,0,0,1,1,0,1,Shane Carwin,0,8,61%,18,1,50%,0,0,,8,0,0,0,0,8,1.0
5552,5649,Decision - Unanimous,3,900,0,Justin Jones,0,23,31%,88,2,16%,0,0,563.0,12,3,8,5,14,4,1,Ron Stallings,0,50,59%,87,0,,0,0,48.0,31,17,2,32,18,0,4.0
5553,5650,Decision - Unanimous,3,900,0,Justin Jones,0,28,40%,32,0,0%,1,0,0.0,12,9,7,20,8,0,1,Corey Anderson,0,45,50%,95,7,53%,0,0,528.0,31,13,1,18,24,3,4.0
5554,5652,Submission,3,819,0,Jocelyn Jones-Lybarger,0,21,28%,33,0,0%,0,0,3.0,15,2,4,18,3,0,1,Nina Ansaroff,0,48,45%,89,1,100%,2,0,511.0,37,5,6,24,6,18,1.0
5555,5653,Decision - Unanimous,3,900,0,Jocelyn Jones-Lybarger,0,79,33%,96,1,100%,0,0,110.0,60,5,14,75,4,0,1,Randa Markos,0,86,35%,116,1,16%,1,0,119.0,77,6,3,65,13,8,1.0
5556,5654,Decision - Unanimous,3,900,0,Jocelyn Jones-Lybarger,0,29,27%,53,0,0%,0,0,141.0,15,10,4,23,3,3,1,Tecia Torres,0,77,57%,126,0,0%,0,0,335.0,67,7,3,55,13,9,1.0
5557,5655,Submission,2,324,0,Kevin Jordan,0,12,37%,51,0,0%,1,1,,12,0,0,0,0,12,1,Ray Sefo,0,3,75%,8,0,,0,0,,1,0,2,2,0,1,1.0
5558,5656,KO/TKO,3,879,0,Kevin Jordan,0,18,33%,19,0,,0,0,5.0,15,2,1,17,1,0,1,Gabriel Gonzaga,1,23,41%,63,2,22%,2,0,291.0,13,1,9,11,1,11,1.0
5559,5657,Submission,1,240,0,Kevin Jordan,0,18,54%,26,0,0%,0,0,82.0,6,11,1,7,11,0,1,Paul Buentello,1,20,46%,23,0,,1,0,40.0,12,8,0,5,13,2,1.0
5560,5658,Submission,3,647,0,Joe Jordan,0,20,25%,31,0,,0,0,67.0,6,0,14,12,6,2,1,Hermes Franca,0,46,40%,71,3,33%,1,0,82.0,33,8,5,38,7,1,1.0
5561,5659,Decision - Unanimous,3,900,0,Shawn Jordan,0,20,35%,39,1,11%,0,0,295.0,7,7,6,10,10,0,1,Ruslan Magomedov,0,71,61%,85,0,,0,0,77.0,56,9,6,62,9,0,1.0
5562,5660,KO/TKO,2,348,1,Shawn Jordan,1,23,62%,65,3,75%,0,0,211.0,22,1,0,3,5,15,0,Derrick Lewis,0,6,26%,8,0,,0,0,55.0,5,1,0,2,4,0,1.0
5563,5661,KO/TKO,1,177,1,Shawn Jordan,1,12,38%,13,0,,0,0,3.0,10,1,1,8,0,4,0,Jared Cannonier,0,10,50%,10,0,,0,0,0.0,5,0,5,10,0,0,1.0
5564,5662,KO/TKO,3,723,1,Shawn Jordan,0,32,59%,77,3,75%,0,0,317.0,28,4,0,10,0,22,0,Jack May,0,20,33%,22,0,,0,0,0.0,13,5,2,11,9,0,1.0
5565,5663,KO/TKO,1,299,0,Shawn Jordan,0,15,32%,19,0,0%,0,0,27.0,8,1,6,10,5,0,1,Matt Mitrione,1,24,38%,25,0,,0,0,21.0,20,1,3,16,8,0,1.0
5566,5664,KO/TKO,1,93,0,Shawn Jordan,0,2,28%,2,0,,0,0,0.0,2,0,0,2,0,0,1,Gabriel Gonzaga,1,8,50%,8,0,,0,0,3.0,7,0,1,4,0,4,1.0
5567,5665,KO/TKO,1,59,1,Shawn Jordan,1,10,66%,16,0,,0,0,5.0,10,0,0,6,0,4,0,Pat Barry,0,2,66%,2,0,,0,0,0.0,1,0,1,2,0,0,1.0
5568,5666,KO/TKO,2,528,1,Shawn Jordan,0,42,58%,56,2,100%,0,0,124.0,39,3,0,11,9,22,0,Mike Russow,0,25,55%,29,1,16%,0,0,218.0,25,0,0,15,10,0,1.0
5569,5667,Decision - Unanimous,3,900,0,Shawn Jordan,0,15,36%,23,0,0%,0,0,359.0,6,3,6,2,12,1,1,Cheick Kongo,0,38,67%,64,0,0%,0,0,363.0,13,21,4,12,26,0,1.0
5570,5668,KO/TKO,2,533,1,Shawn Jordan,0,64,56%,68,0,,0,0,81.0,57,7,0,56,6,2,0,Oli Thompson,0,29,46%,32,0,0%,1,0,5.0,15,6,8,28,1,0,1.0
5571,5669,Submission,2,488,1,Shawn Jordan,0,10,62%,13,3,60%,1,0,,10,0,0,4,2,4,0,Lavar Johnson,0,23,40%,27,0,0%,0,0,,8,10,5,9,14,0,1.0
5572,5670,Decision - Unanimous,3,900,0,Shawn Jordan,0,40,56%,61,1,33%,0,0,,31,5,4,23,13,4,1,Devin Cole,0,71,69%,170,2,66%,0,1,,44,19,8,43,14,14,1.0
5573,5671,Submission,1,185,0,Ivan Jorge,0,7,46%,13,0,0%,0,0,69.0,4,1,2,4,3,0,1,Joe Duffy,0,8,27%,10,0,,1,0,0.0,5,2,1,6,2,0,4.0
5574,5672,Decision - Unanimous,3,900,1,Ivan Jorge,0,25,39%,41,3,30%,1,0,367.0,10,10,5,19,6,0,0,Josh Shockley,0,22,30%,34,0,0%,0,0,82.0,18,4,0,14,7,1,4.0
5575,5673,Decision - Unanimous,3,900,0,Ivan Jorge,0,63,39%,68,0,0%,1,1,118.0,42,12,9,56,7,0,1,Rodrigo Damm,0,68,40%,69,1,100%,1,0,11.0,56,3,9,61,4,3,4.0
5576,5674,Decision - Unanimous,3,900,1,Ivan Jorge,0,69,73%,87,2,20%,0,0,425.0,8,39,22,27,42,0,0,Keith Wisniewski,0,42,53%,66,0,0%,0,0,39.0,24,17,1,14,28,0,4.0
5577,5675,KO/TKO,2,566,0,Scott Jorgensen,0,11,29%,11,2,33%,0,0,48.0,7,1,3,10,0,1,1,Alejandro Perez,0,39,42%,42,0,,0,0,15.0,19,6,14,31,2,6,1.0
5578,5676,Decision - Unanimous,3,900,0,Scott Jorgensen,0,36,48%,56,1,50%,0,1,91.0,24,7,5,26,8,2,1,Manvel Gamburyan,1,42,44%,65,5,38%,2,0,288.0,26,8,8,31,6,5,1.0
5579,5677,Submission,1,208,0,Scott Jorgensen,1,6,31%,7,0,,0,0,18.0,2,1,3,4,0,2,1,Wilson Reis,0,13,37%,13,1,50%,1,0,34.0,11,1,1,5,0,8,1.0
5580,5678,Decision - Unanimous,3,900,1,Scott Jorgensen,0,40,41%,82,10,66%,0,0,438.0,29,10,1,16,18,6,0,Danny Martinez,1,47,32%,48,0,0%,0,0,72.0,36,8,3,30,15,2,1.0
5581,5679,Submission,1,187,0,Scott Jorgensen,0,6,25%,9,0,,0,0,0.0,5,0,1,6,0,0,1,Jussier Formiga,0,9,39%,13,1,25%,1,0,45.0,7,2,0,6,2,1,1.0
5582,5680,Decision - Unanimous,3,900,0,Scott Jorgensen,0,31,38%,45,1,20%,1,2,255.0,19,5,7,18,11,2,1,Zach Makovsky,0,26,32%,34,6,35%,1,1,159.0,17,3,6,25,0,1,1.0
5583,5681,Submission,4,1096,0,Scott Jorgensen,0,73,43%,76,1,16%,0,0,129.0,45,8,20,65,8,0,1,Urijah Faber,0,93,57%,119,4,66%,3,0,305.0,57,32,4,87,5,1,1.0
5584,5682,Submission,1,299,1,Scott Jorgensen,0,12,66%,16,0,0%,1,0,268.0,8,3,1,1,0,11,0,John Albert,0,5,50%,10,0,,1,1,13.0,5,0,0,3,0,2,1.0
5585,5683,KO/TKO,2,550,0,Scott Jorgensen,0,48,33%,49,0,0%,0,0,0.0,32,7,9,45,3,0,1,Eddie Wineland,1,61,32%,66,1,100%,0,0,24.0,54,5,2,54,4,3,1.0
5586,5684,Decision - Unanimous,3,900,0,Scott Jorgensen,0,73,35%,82,0,0%,0,0,11.0,52,14,7,72,1,0,1,Renan Barao,0,104,34%,129,0,,0,0,115.0,68,16,20,102,2,0,1.0
5587,5685,Decision - Unanimous,3,900,1,Scott Jorgensen,0,42,40%,84,5,100%,0,0,467.0,27,6,9,24,11,7,0,Jeff Curran,0,41,32%,67,0,0%,1,0,38.0,22,13,6,31,6,4,1.0
5588,5686,KO/TKO,1,241,1,Scott Jorgensen,0,15,53%,17,1,100%,0,0,69.0,12,2,1,8,2,5,0,Ken Stone,0,18,42%,25,0,,0,0,21.0,10,5,3,16,2,0,1.0
5589,5687,Decision - Unanimous,5,1500,0,Scott Jorgensen,0,42,19%,69,2,40%,0,1,82.0,34,4,4,32,7,3,1,Dominick Cruz,0,117,34%,243,6,85%,0,1,495.0,83,20,14,99,3,15,1.0
5590,5688,Decision - Unanimous,3,900,1,Scott Jorgensen,0,84,43%,104,4,50%,0,0,338.0,71,6,7,58,9,17,0,Brad Pickett,0,45,24%,51,0,0%,1,1,38.0,41,3,1,42,2,1,1.0
5591,5689,Decision - Unanimous,3,900,1,Scott Jorgensen,2,93,49%,128,0,0%,3,0,189.0,78,9,6,68,10,15,0,Antonio Banuelos,1,45,28%,72,0,0%,0,0,45.0,33,6,6,38,4,3,1.0
5592,5690,Submission,1,31,1,Scott Jorgensen,0,0,,0,0,,1,0,14.0,0,0,0,0,0,0,0,Chad George,0,0,,0,0,0%,0,0,0.0,0,0,0,0,0,0,1.0
5593,5691,Decision - Unanimous,3,900,1,Scott Jorgensen,2,59,48%,84,3,42%,1,0,465.0,33,14,12,11,42,6,0,Takeya Mizugaki,0,50,34%,80,2,66%,0,0,147.0,20,28,2,23,22,5,1.0
5594,5692,KO/TKO,1,193,1,Scott Jorgensen,1,24,64%,35,1,100%,0,0,127.0,23,1,0,9,0,15,0,Noah Thomas,0,2,8%,3,0,,1,0,2.0,0,1,1,2,0,0,1.0
5595,5693,Decision - Split,3,900,0,Scott Jorgensen,0,80,38%,89,1,25%,2,0,82.0,52,27,1,40,36,4,1,Antonio Banuelos,0,60,33%,87,2,40%,0,0,134.0,43,11,6,41,15,4,1.0
5596,5694,Submission,1,69,1,Scott Jorgensen,0,1,50%,2,0,0%,2,0,36.0,0,1,0,1,0,0,0,Frank Gomez,0,0,0%,0,0,,0,0,3.0,0,0,0,0,0,0,1.0
5597,5695,Decision - Unanimous,3,900,1,Scott Jorgensen,0,34,55%,64,7,77%,1,1,694.0,25,3,6,6,3,25,0,Kenji Osawa,0,6,25%,9,0,0%,3,1,96.0,3,3,0,4,2,0,1.0
5598,5696,Decision - Unanimous,3,900,0,Scott Jorgensen,0,23,54%,46,4,66%,0,0,395.0,14,6,3,6,8,9,1,Damacio Page,0,20,36%,55,1,50%,0,1,356.0,11,7,2,6,4,10,1.0
5599,5697,Decision - Unanimous,3,900,0,Jeff Joslin,0,18,33%,83,0,,1,0,0.0,8,1,9,18,0,0,1,Josh Koscheck,0,14,31%,48,6,50%,1,0,556.0,12,1,1,3,0,11,1.0
5600,5698,Decision - Unanimous,3,900,1,Krzysztof Jotko,0,66,56%,101,0,0%,0,0,46.0,47,13,6,53,13,0,0,Eryk Anders,0,41,42%,73,0,0%,0,0,351.0,19,22,0,23,18,0,4.0
5601,5699,Decision - Split,3,900,1,Krzysztof Jotko,0,40,34%,98,1,14%,0,1,289.0,20,17,3,19,21,0,0,Marc-Andre Barriault,0,39,50%,62,1,33%,0,0,136.0,18,11,10,18,21,0,4.0
5602,5700,Decision - Unanimous,3,900,1,Krzysztof Jotko,0,43,62%,111,4,100%,0,0,576.0,37,4,2,8,0,35,0,Alen Amedovski,0,6,35%,6,0,,0,1,13.0,6,0,0,3,0,3,4.0
5603,5701,KO/TKO,3,736,0,Krzysztof Jotko,0,24,32%,40,0,0%,0,0,45.0,18,3,3,13,11,0,1,Brad Tavares,1,46,47%,62,0,0%,0,0,152.0,23,6,17,33,7,6,4.0
5604,5702,KO/TKO,2,445,0,Krzysztof Jotko,1,44,48%,60,1,50%,1,0,138.0,40,3,1,15,15,14,1,Uriah Hall,1,26,59%,26,0,,0,0,6.0,15,6,5,19,0,7,4.0
5605,5703,Decision - Split,3,900,0,Krzysztof Jotko,0,28,32%,49,1,50%,0,0,57.0,17,11,0,13,15,0,1,David Branch,0,39,31%,93,2,28%,0,0,312.0,16,13,10,23,11,5,4.0
5606,5704,Decision - Unanimous,3,900,1,Krzysztof Jotko,0,42,50%,93,1,50%,0,1,483.0,37,4,1,9,5,28,0,Thales Leites,0,4,28%,4,1,12%,1,0,169.0,4,0,0,4,0,0,4.0
5607,5705,KO/TKO,1,59,1,Krzysztof Jotko,1,4,40%,4,0,,0,0,1.0,4,0,0,2,0,2,0,Tamdan McCrory,0,2,33%,2,0,,0,0,0.0,1,1,0,2,0,0,4.0
5608,5706,Decision - Unanimous,3,900,1,Krzysztof Jotko,0,59,34%,72,2,50%,0,0,28.0,33,7,19,42,12,5,0,Brad Scott,0,45,41%,52,0,0%,0,0,113.0,30,7,8,45,0,0,4.0
5609,5707,Decision - Split,3,900,1,Krzysztof Jotko,0,38,37%,107,2,66%,0,0,245.0,24,9,5,16,6,16,0,Scott Askham,0,22,32%,38,0,0%,1,0,142.0,7,3,12,15,4,3,4.0
5610,5708,Decision - Unanimous,3,900,1,Krzysztof Jotko,0,74,75%,132,1,50%,0,0,198.0,30,31,13,18,52,4,0,Tor Troeng,0,15,31%,26,0,0%,0,0,251.0,6,4,5,6,9,0,4.0
5611,5709,Submission,2,599,0,Krzysztof Jotko,0,15,60%,63,0,0%,0,1,116.0,10,3,2,10,5,0,1,Magnus Cedenblad,0,17,54%,58,3,60%,1,1,387.0,6,8,3,8,7,2,4.0
5612,5710,Decision - Unanimous,3,900,1,Krzysztof Jotko,0,17,36%,84,1,25%,0,1,238.0,8,6,3,10,7,0,0,Bruno Santos,0,12,50%,31,1,8%,1,0,298.0,3,4,5,5,7,0,4.0
5613,5711,Decision - Split,3,900,0,Alan Jouban,0,24,24%,25,1,50%,0,0,29.0,9,3,12,19,1,4,1,Dwight Grant,0,38,31%,39,0,,0,0,0.0,13,4,21,37,1,0,2.0
5614,5712,KO/TKO,2,458,1,Alan Jouban,2,78,55%,78,0,,0,0,18.0,53,10,15,60,16,2,0,Ben Saunders,0,33,41%,34,0,,0,0,3.0,21,8,4,25,8,0,2.0
5615,5713,KO/TKO,1,104,0,Alan Jouban,0,5,55%,5,0,,0,0,0.0,3,1,1,5,0,0,1,Niko Price,1,10,52%,10,0,,0,0,5.0,6,1,3,6,0,4,2.0
5616,5714,Submission,2,346,0,Alan Jouban,0,17,51%,17,0,,0,0,0.0,6,2,9,17,0,0,1,Gunnar Nelson,0,8,44%,17,1,50%,1,0,182.0,7,1,0,3,1,4,2.0
5617,5715,Decision - Unanimous,3,900,1,Alan Jouban,1,69,51%,69,2,40%,0,0,66.0,24,16,29,66,1,2,0,Mike Perry,0,37,41%,37,0,,0,0,0.0,22,5,10,35,2,0,2.0
5618,5716,Decision - Unanimous,3,900,1,Alan Jouban,3,86,50%,105,0,,0,0,97.0,46,20,20,65,5,16,0,Belal Muhammad,0,77,38%,108,2,25%,0,0,179.0,71,3,3,69,5,3,2.0
5619,5717,KO/TKO,1,135,1,Alan Jouban,1,32,80%,37,0,,0,0,34.0,22,9,1,11,16,5,0,Brendan O'Reilly,0,8,47%,12,1,100%,0,0,46.0,3,4,1,3,5,0,2.0
5620,5718,KO/TKO,1,175,0,Alan Jouban,0,17,50%,17,0,,0,0,0.0,12,4,1,16,1,0,1,Albert Tumenov,1,19,46%,19,0,0%,0,0,2.0,16,3,0,18,1,0,2.0
5621,5719,Decision - Unanimous,3,900,1,Alan Jouban,1,51,49%,63,1,100%,0,0,173.0,31,11,9,36,7,8,0,Matt Dwyer,1,29,24%,34,0,0%,0,0,14.0,23,4,2,22,6,1,2.0
5622,5720,KO/TKO,1,139,1,Alan Jouban,0,12,48%,12,0,,0,0,1.0,7,4,1,8,4,0,0,Richard Walsh,0,10,50%,14,0,,0,0,17.0,3,5,2,8,2,0,2.0
5623,5721,Decision - Unanimous,3,900,0,Alan Jouban,0,79,50%,96,0,,0,0,35.0,54,14,11,71,8,0,1,Warlley Alves,0,47,44%,51,1,100%,1,0,240.0,40,6,1,31,4,12,2.0
