,Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
2149,2189,Submission,3,732,0,Christian Colombo,0,3,21%,32,0,,0,0,0.0,1,2,0,1,2,0,1,Luis Henrique,0,31,59%,57,6,100%,2,0,554.0,26,3,2,8,2,21,3.0
2150,2191,Submission,1,203,0,Wes Combs,0,10,58%,10,0,,0,0,0.0,0,1,9,10,0,0,1,Wilson Gouveia,0,9,45%,15,1,100%,1,0,71.0,5,0,4,8,0,1,1.0
2151,2192,Submission,1,190,0,Wes Combs,0,4,33%,17,0,,0,0,1.0,3,0,1,2,2,0,1,Mike Nickels,0,22,59%,41,3,100%,1,0,156.0,12,10,0,1,8,13,1.0
2152,2193,Decision - Unanimous,3,900,1,Carlos Condit,1,88,38%,88,0,,0,0,2.0,50,17,21,87,0,1,0,Court McGee,0,84,46%,84,0,,0,0,0.0,9,28,47,84,0,0,1.0
2153,2194,Submission,2,356,0,Carlos Condit,0,5,20%,20,0,,1,1,18.0,2,2,1,2,2,1,1,Michael Chiesa,0,10,45%,16,4,80%,1,0,252.0,8,2,0,2,2,6,1.0
2154,2195,Submission,2,497,0,Carlos Condit,0,12,66%,42,1,100%,1,1,171.0,6,2,4,6,0,6,1,Alex Oliveira,0,9,39%,22,3,100%,1,0,224.0,8,1,0,1,0,8,1.0
2155,2196,Decision - Unanimous,3,900,0,Carlos Condit,0,37,33%,64,0,,0,0,44.0,10,10,17,32,5,0,1,Neil Magny,0,32,28%,64,6,66%,0,0,309.0,14,13,5,24,6,2,1.0
2156,2197,Submission,1,112,0,Carlos Condit,0,1,16%,1,0,,0,0,0.0,1,0,0,1,0,0,1,Demian Maia,0,1,100%,5,1,100%,1,0,79.0,1,0,0,0,0,1,1.0
2157,2198,Decision - Split,5,1500,0,Carlos Condit,0,176,35%,177,0,,0,0,10.0,96,47,33,149,27,0,1,Robbie Lawler,1,92,51%,93,0,,0,0,42.0,82,7,3,76,14,2,1.0
2158,2199,TKO - Doctor's Stoppage,2,600,1,Carlos Condit,1,75,46%,107,2,66%,0,0,153.0,50,14,11,49,4,22,0,Thiago Alves,0,34,49%,35,0,,1,0,5.0,11,6,17,33,1,0,1.0
2159,2200,KO/TKO,2,420,0,Carlos Condit,0,13,30%,52,0,,1,0,3.0,6,3,4,10,3,0,1,Tyron Woodley,1,14,48%,34,3,100%,0,0,183.0,10,3,1,8,6,0,1.0
2160,2201,KO/TKO,4,954,1,Carlos Condit,1,100,42%,147,0,0%,2,1,76.0,68,15,17,81,17,2,0,Martin Kampmann,0,35,36%,43,6,40%,0,0,323.0,29,6,0,25,6,4,1.0
2161,2202,Decision - Unanimous,3,900,0,Carlos Condit,0,42,28%,94,0,,0,0,24.0,26,10,6,34,2,6,1,Johny Hendricks,0,30,42%,69,12,80%,0,0,481.0,25,4,1,20,5,5,1.0
2162,2203,Decision - Unanimous,5,1500,0,Carlos Condit,1,36,24%,190,0,,0,1,64.0,27,4,5,23,0,13,1,Georges St-Pierre,0,71,53%,172,7,87%,0,0,897.0,52,14,5,26,0,45,1.0
2163,2204,Decision - Unanimous,5,1500,1,Carlos Condit,0,151,47%,159,0,,0,0,4.0,52,31,68,150,1,0,0,Nick Diaz,0,105,42%,117,1,33%,0,0,104.0,57,42,6,103,1,1,1.0
2164,2205,KO/TKO,1,178,1,Carlos Condit,1,8,38%,9,0,,1,1,9.0,7,0,1,3,0,5,0,Dong Hyun Kim,0,1,16%,1,1,100%,0,0,14.0,1,0,0,1,0,0,1.0
2165,2206,KO/TKO,1,267,1,Carlos Condit,1,26,44%,26,0,,0,0,3.0,10,3,13,24,0,2,0,Dan Hardy,0,9,21%,9,0,,0,0,0.0,5,0,4,9,0,0,1.0
2166,2207,KO/TKO,3,893,1,Carlos Condit,0,72,42%,149,0,0%,1,1,247.0,43,10,19,32,11,29,0,Rory MacDonald,0,29,41%,40,3,37%,0,1,228.0,22,4,3,20,7,2,1.0
2167,2208,Decision - Split,3,900,1,Carlos Condit,0,27,38%,168,1,50%,1,2,238.0,21,5,1,4,4,19,0,Jake Ellenberger,2,28,47%,55,3,75%,3,3,406.0,23,3,2,11,5,12,1.0
2168,2209,Decision - Split,3,900,0,Carlos Condit,0,35,40%,71,3,75%,3,0,190.0,20,13,2,21,6,8,1,Martin Kampmann,0,26,42%,52,5,100%,6,2,468.0,20,6,0,8,7,11,1.0
2169,2210,KO/TKO,4,1183,1,Carlos Condit,2,38,38%,209,2,66%,4,0,619.0,25,9,4,17,4,17,0,Hiromitsu Miura,0,46,40%,82,3,42%,0,3,262.0,40,2,4,19,5,22,1.0
2170,2211,Submission,1,228,1,Carlos Condit,0,5,62%,38,0,,2,0,0.0,1,1,3,3,1,1,0,Carlo Prater,0,2,22%,11,1,100%,0,0,198.0,2,0,0,0,0,2,1.0
2171,2212,Submission,1,141,1,Carlos Condit,0,3,60%,7,0,,1,0,1.0,2,1,0,0,2,1,0,Brock Larson,0,1,11%,7,1,50%,0,0,92.0,1,0,0,0,0,1,1.0
2172,2213,Submission,2,599,1,Carlos Condit,0,32,40%,70,0,,1,0,69.0,14,12,6,17,11,4,0,John Alessio,0,3,12%,7,4,36%,0,0,172.0,2,1,0,2,0,1,1.0
2173,2214,Submission,1,130,1,Carlos Condit,0,2,40%,13,1,100%,1,0,107.0,2,0,0,0,0,2,0,Kyle Jensen,0,0,0%,2,1,100%,1,0,6.0,0,0,0,0,0,0,1.0
2174,2215,KO/TKO,1,28,0,Chris Condo,0,0,0%,1,0,,0,0,,0,0,0,0,0,0,1,Ron Waterman,0,6,75%,12,1,100%,0,0,,6,0,0,0,0,6,3.0
2175,2216,Decision - Unanimous,3,900,1,Tristan Connelly,0,64,51%,151,0,0%,1,0,343.0,51,7,6,23,14,27,0,Michel Pereira,0,32,42%,56,2,40%,0,0,183.0,13,17,2,23,9,0,4.0
2176,2217,Submission,2,389,1,Bob Cook,0,22,46%,53,1,20%,2,0,68.0,12,7,3,15,7,0,0,Tiki Ghosn,0,24,38%,26,0,,0,0,127.0,12,10,2,15,9,0,1.0
2177,2218,Submission,2,451,0,Mike Cook,0,8,72%,25,0,,1,2,,4,4,0,1,1,6,1,Daniel Puder,0,13,72%,18,1,33%,1,2,,9,2,2,3,0,10,1.0
2178,2219,KO/TKO,2,423,1,Mike Cook,0,17,42%,50,1,33%,1,1,,10,6,1,8,5,4,0,Carlton Jones,0,22,45%,28,3,50%,2,0,,20,1,1,18,2,2,1.0
2179,2220,KO/TKO,3,620,0,TJ Cook,0,26,48%,28,0,,0,0,218.0,13,9,4,13,12,1,1,Ovince Saint Preux,2,36,42%,39,2,100%,0,0,17.0,27,7,2,18,5,13,1.0
2180,2221,Submission,1,268,0,TJ Cook,0,8,47%,10,1,50%,0,1,,6,2,0,7,0,1,1,Trevor Smith,0,11,57%,13,0,,2,2,,2,3,6,8,0,3,1.0
2181,2222,Decision - Split,3,900,0,Amanda Cooper,0,51,48%,67,2,33%,2,0,329.0,28,9,14,38,2,11,1,Ashley Yoder,0,38,42%,59,1,50%,3,1,201.0,32,6,0,28,5,5,1.0
2182,2223,Submission,1,147,0,Amanda Cooper,0,6,24%,6,0,,0,0,0.0,5,0,1,6,0,0,1,Mackenzie Dern,1,15,46%,16,0,,1,0,9.0,14,1,0,9,0,6,1.0
2183,2224,KO/TKO,2,574,1,Amanda Cooper,0,40,66%,131,1,33%,1,0,480.0,34,6,0,4,2,34,0,Angela Magana,0,12,38%,17,0,0%,0,0,0.0,3,6,3,10,1,1,1.0
2184,2225,Submission,1,199,0,Amanda Cooper,0,7,25%,8,0,0%,0,0,0.0,6,1,0,7,0,0,1,Cynthia Calvillo,0,13,50%,15,1,100%,3,0,107.0,3,6,4,13,0,0,1.0
2185,2226,Decision - Unanimous,3,900,1,Amanda Cooper,0,69,40%,103,2,66%,1,0,183.0,60,7,2,56,3,10,0,Anna Elmose,1,63,48%,73,0,,0,0,134.0,39,13,11,46,3,14,1.0
2186,2227,Submission,1,223,0,Amanda Cooper,0,1,25%,4,0,,2,1,26.0,1,0,0,1,0,0,1,Tatiana Suarez,0,16,84%,38,3,100%,1,0,178.0,15,1,0,1,0,15,1.0
2187,2228,Submission,1,173,0,Kit Cope,0,2,50%,3,0,,2,0,0.0,1,1,0,2,0,0,1,Rob McCullough,0,8,100%,58,2,100%,0,0,139.0,4,2,2,3,1,4,1.0
2188,2229,Submission,2,337,0,Kit Cope,0,8,53%,11,0,,0,0,15.0,6,1,1,1,5,2,1,Kenny Florian,0,10,50%,37,3,37%,2,0,259.0,6,3,1,1,3,6,1.0
2189,2230,KO/TKO,2,379,0,Chris Cope,0,20,24%,24,0,,0,0,70.0,8,5,7,16,4,0,1,Matt Brown,1,48,67%,48,1,33%,0,0,81.0,24,15,9,35,9,4,3.0
2190,2231,KO/TKO,1,40,0,Chris Cope,0,1,10%,1,0,0%,0,0,0.0,0,0,1,1,0,0,1,Che Mills,2,11,68%,11,0,,0,0,7.0,9,0,2,6,2,3,3.0
2191,2232,Decision - Unanimous,3,900,1,Chris Cope,0,66,27%,83,0,,0,0,35.0,29,19,18,57,9,0,0,Chuck O'Neil,0,47,37%,48,0,0%,0,0,104.0,18,9,20,41,6,0,3.0
2192,2233,KO/TKO,3,792,0,Josh Copeland,0,9,25%,19,0,,0,0,0.0,7,2,0,6,3,0,1,Jared Rosholt,0,22,48%,51,2,33%,0,0,319.0,19,3,0,9,3,10,1.0
2193,2234,Decision - Unanimous,3,900,0,Josh Copeland,0,20,35%,20,0,,0,0,10.0,13,6,1,13,7,0,1,Ruslan Magomedov,1,63,43%,65,1,100%,0,0,87.0,30,20,13,51,12,0,1.0
2194,2235,KO/TKO,1,206,0,Akira Corassani,0,10,32%,11,0,,0,0,2.0,5,1,4,10,0,0,1,Sam Sicilia,1,10,38%,12,0,,0,0,24.0,6,3,1,7,2,1,3.0
2195,2236,KO/TKO,1,191,0,Akira Corassani,0,11,37%,11,0,,0,0,10.0,8,1,2,10,1,0,1,Max Holloway,1,31,60%,38,0,,0,0,11.0,25,4,2,20,4,7,3.0
2196,2237,KO/TKO,2,342,0,Akira Corassani,0,24,36%,24,0,0%,0,0,12.0,19,5,0,21,3,0,1,Dustin Poirier,1,45,50%,46,0,0%,1,0,44.0,37,8,0,31,12,2,3.0
2197,2238,DQ,1,25,1,Akira Corassani,0,1,50%,1,0,,0,0,0.0,1,0,0,1,0,0,0,Maximo Blanco,0,5,71%,7,1,100%,0,0,14.0,5,0,0,2,2,1,3.0
2198,2239,Decision - Unanimous,3,900,1,Akira Corassani,0,48,55%,57,2,33%,0,0,270.0,18,9,21,38,10,0,0,Robert Peralta,0,67,46%,94,0,0%,0,0,131.0,29,20,18,28,34,5,3.0
2199,2240,Decision - Split,3,900,1,Akira Corassani,0,45,48%,51,0,,0,0,2.0,29,12,4,41,4,0,0,Andy Ogle,1,52,49%,102,1,9%,0,0,348.0,36,8,8,33,2,17,3.0
2200,2241,Decision - Unanimous,3,900,0,Muhsin Corbbrey,0,36,51%,62,0,0%,1,1,257.0,18,10,8,27,7,2,1,Zachary Micklewright,0,85,71%,138,1,12%,0,0,243.0,50,34,1,44,34,7,1.0
2201,2242,KO/TKO,2,402,0,Muhsin Corbbrey,0,5,10%,9,0,,0,0,0.0,4,0,1,5,0,0,1,Anthony Njokuani,1,32,45%,35,0,,0,0,52.0,21,2,9,23,1,8,1.0
2202,2243,Decision - Unanimous,5,1500,0,Daniel Cormier,0,105,57%,145,1,50%,0,0,53.0,70,11,24,95,10,0,1,Stipe Miocic,1,115,61%,171,0,0%,0,0,352.0,67,31,17,101,14,0,4.0
2203,2244,KO/TKO,4,1149,0,Daniel Cormier,0,181,68%,230,1,33%,0,0,181.0,162,9,10,139,21,21,1,Stipe Miocic,1,123,53%,135,1,33%,0,0,91.0,86,27,10,102,19,2,4.0
2204,2245,Submission,2,434,1,Daniel Cormier,0,19,76%,42,4,100%,1,0,310.0,16,2,1,4,1,14,0,Derrick Lewis,0,4,30%,5,0,,0,0,0.0,2,1,1,4,0,0,4.0
2205,2246,KO/TKO,1,273,1,Daniel Cormier,1,25,67%,31,0,,0,0,6.0,20,1,4,19,2,4,0,Stipe Miocic,0,24,47%,29,1,100%,0,0,80.0,15,6,3,19,5,0,4.0
2206,2247,KO/TKO,2,420,1,Daniel Cormier,0,32,52%,84,2,66%,1,0,103.0,30,1,1,24,3,5,0,Volkan Oezdemir,0,38,46%,42,0,,0,0,7.0,23,11,4,33,5,0,4.0
2207,2249,Submission,2,517,1,Daniel Cormier,0,36,87%,85,1,50%,1,0,253.0,29,4,3,1,21,14,0,Anthony Johnson,0,22,61%,22,1,33%,0,0,158.0,6,8,8,12,10,0,4.0
2208,2250,Decision - Unanimous,3,900,1,Daniel Cormier,0,33,51%,153,3,100%,0,0,633.0,27,2,4,15,0,18,0,Anderson Silva,0,17,39%,30,0,,0,0,0.0,9,4,4,16,1,0,4.0
2209,2251,Decision - Split,5,1500,1,Daniel Cormier,0,140,49%,219,1,20%,0,0,210.0,111,11,18,86,48,6,0,Alexander Gustafsson,1,120,47%,130,1,14%,0,0,58.0,88,23,9,102,15,3,4.0
2210,2252,Submission,3,759,1,Daniel Cormier,0,23,56%,70,3,37%,3,0,557.0,20,2,1,5,3,15,0,Anthony Johnson,1,23,46%,28,1,50%,0,0,43.0,18,3,2,15,7,1,4.0
2211,2253,Decision - Unanimous,5,1500,0,Daniel Cormier,0,58,35%,78,1,12%,0,0,94.0,40,11,7,35,22,1,1,Jon Jones,0,92,51%,126,3,60%,0,0,410.0,43,34,15,51,40,1,4.0
2212,2254,Submission,3,833,1,Daniel Cormier,0,50,62%,131,3,100%,2,0,676.0,35,15,0,4,0,46,0,Dan Henderson,0,6,33%,12,0,0%,0,0,4.0,1,3,2,3,2,1,4.0
2213,2255,KO/TKO,1,79,1,Daniel Cormier,1,18,48%,20,0,,0,0,9.0,16,2,0,4,5,9,0,Patrick Cummins,0,8,36%,8,0,0%,0,0,0.0,5,1,2,7,1,0,4.0
2214,2256,Decision - Unanimous,3,900,1,Daniel Cormier,0,74,50%,83,3,60%,0,0,232.0,50,13,11,59,12,3,0,Roy Nelson,0,17,20%,26,0,,0,0,1.0,11,1,5,16,1,0,4.0
2215,2257,Decision - Unanimous,3,900,1,Daniel Cormier,0,59,61%,102,0,0%,0,0,454.0,27,23,9,10,49,0,0,Frank Mir,0,24,40%,53,0,,0,0,18.0,5,14,5,13,10,1,4.0
2216,2258,KO/TKO,2,542,1,Daniel Cormier,0,53,60%,87,4,66%,0,0,393.0,51,1,1,8,4,41,0,Dion Staring,0,8,44%,16,0,,0,0,5.0,2,6,0,3,4,1,4.0
2217,2259,Decision - Unanimous,5,1500,1,Daniel Cormier,0,84,41%,131,4,57%,0,0,455.0,65,13,6,60,15,9,0,Josh Barnett,0,53,33%,87,0,0%,1,0,102.0,22,25,6,32,21,0,4.0
2218,2260,KO/TKO,1,236,1,Daniel Cormier,2,15,57%,22,0,,0,0,91.0,13,1,1,12,0,3,0,Antonio Silva,0,6,24%,9,0,0%,0,0,2.0,3,3,0,6,0,0,4.0
2219,2261,Decision - Unanimous,3,900,1,Daniel Cormier,0,86,41%,110,0,0%,0,0,235.0,50,17,19,63,23,0,0,Jeff Monson,0,15,18%,19,0,0%,0,0,6.0,15,0,0,12,3,0,4.0
2220,2262,Decision - Unanimous,3,900,1,Daniel Cormier,0,30,51%,118,3,33%,0,0,,13,12,5,19,4,7,0,Devin Cole,0,10,25%,63,0,,0,0,,2,6,2,6,4,0,4.0
2221,2263,KO/TKO,1,62,1,Daniel Cormier,0,10,66%,10,1,50%,0,0,8.0,10,0,0,1,0,9,0,Jason Riley,0,0,0%,0,0,,0,0,11.0,0,0,0,0,0,0,4.0
2222,2264,KO/TKO,1,79,1,Daniel Cormier,1,3,42%,4,0,,0,0,,2,0,1,2,0,1,0,John Devine,0,2,18%,2,0,,0,0,,0,2,0,1,1,0,4.0
2223,2265,KO/TKO,2,519,1,Daniel Cormier,0,24,53%,104,0,0%,0,0,,17,5,2,11,3,10,0,Gary Frazier,0,13,39%,16,0,0%,0,0,,12,1,0,12,1,0,4.0
2224,2266,Decision - Split,3,900,0,Clint Coronel,0,74,32%,75,0,,0,0,,51,17,6,71,3,0,1,Billy Evangelista,0,84,33%,118,1,33%,0,0,,55,11,18,79,1,4,3.0
2225,2267,Decision - Unanimous,3,900,0,Bethe Correia,0,56,39%,83,1,20%,0,0,121.0,40,14,2,46,9,1,1,Pannie Kianzad,0,103,51%,106,0,,0,0,5.0,76,10,17,97,6,0,3.0
2226,2268,Decision - Unanimous,3,900,1,Bethe Correia,0,59,46%,77,0,0%,0,0,84.0,42,12,5,54,5,0,0,Sijara Eubanks,0,77,45%,94,1,20%,0,0,145.0,58,12,7,55,8,14,3.0
2227,2269,Submission,3,804,0,Bethe Correia,0,81,41%,81,0,0%,0,0,15.0,43,18,20,80,1,0,1,Irene Aldana,0,83,33%,84,0,,1,0,10.0,67,11,5,80,3,0,3.0
2228,2270,KO/TKO,3,669,0,Bethe Correia,0,15,23%,21,0,,0,0,13.0,4,6,5,15,0,0,1,Holly Holm,1,25,47%,25,0,,0,0,2.0,10,8,7,23,1,1,3.0
2229,2272,Decision - Split,3,900,1,Bethe Correia,0,49,32%,69,0,0%,0,0,60.0,32,4,13,44,5,0,0,Jessica Eye,0,52,26%,63,0,,0,0,3.0,29,8,15,47,5,0,3.0
2230,2273,Decision - Split,3,900,0,Bethe Correia,0,66,38%,99,0,0%,0,0,125.0,45,13,8,47,19,0,1,Raquel Pennington,0,75,57%,84,0,0%,0,0,63.0,45,22,8,46,29,0,3.0
2231,2274,KO/TKO,1,34,0,Bethe Correia,0,9,64%,9,0,,0,0,0.0,9,0,0,3,6,0,1,Ronda Rousey,1,19,59%,19,0,,0,0,4.0,17,2,0,5,14,0,3.0
2232,2275,KO/TKO,2,416,1,Bethe Correia,0,68,66%,97,0,,0,0,156.0,50,17,1,42,25,1,0,Shayna Baszler,0,8,26%,19,1,25%,1,0,115.0,8,0,0,4,4,0,3.0
2233,2276,Decision - Unanimous,3,900,1,Bethe Correia,0,91,48%,118,0,,0,2,209.0,50,14,27,88,3,0,0,Jessamyn Duke,0,54,41%,70,1,16%,0,0,12.0,36,16,2,43,11,0,3.0
2234,2277,Decision - Split,3,900,1,Bethe Correia,0,65,55%,84,1,25%,0,0,196.0,28,12,25,57,8,0,0,Julie Kedzie,0,54,29%,81,0,,0,0,4.0,31,18,5,46,8,0,3.0
2235,2278,KO/TKO,2,375,0,Wesley Correira,0,4,13%,4,0,,0,0,0.0,2,0,2,3,1,0,1,Andrei Arlovski,1,51,61%,51,0,,0,0,6.0,41,2,8,31,20,0,3.0
2236,2279,TKO - Doctor's Stoppage,1,134,1,Wesley Correira,1,13,54%,19,0,,0,0,7.0,13,0,0,3,9,1,0,David Abbott,0,11,42%,17,0,,0,0,84.0,11,0,0,4,7,0,3.0
2237,2280,KO/TKO,2,406,1,Wesley Correira,0,22,52%,75,0,,0,0,13.0,21,1,0,3,19,0,0,Sean Alvarez,0,6,37%,16,0,0%,0,0,197.0,1,0,5,5,1,0,3.0
2238,2281,KO/TKO,2,403,0,Wesley Correira,0,26,40%,26,0,0%,0,0,0.0,21,4,1,24,2,0,1,Tim Sylvia,0,138,64%,155,0,,0,0,3.0,115,13,10,91,47,0,3.0
2239,2282,Decision - Unanimous,3,900,1,Tracy Cortez,0,20,47%,66,3,60%,0,0,598.0,11,3,6,9,0,11,0,Stephanie Egger,0,10,31%,27,1,16%,0,1,127.0,6,0,4,8,2,0,4.0
2240,2283,Decision - Unanimous,3,900,1,Tracy Cortez,0,79,56%,155,2,22%,0,0,527.0,53,16,10,46,12,21,0,Vanessa Melo,0,40,32%,76,0,,0,0,2.0,32,7,1,32,6,2,4.0
2241,2284,KO/TKO,2,539,0,Paulo Costa,0,12,46%,12,0,,0,0,1.0,2,7,3,12,0,0,1,Israel Adesanya,1,55,65%,55,0,,0,0,9.0,24,5,26,45,2,8,3.0
2242,2285,Decision - Unanimous,3,900,1,Paulo Costa,1,118,55%,118,0,,0,0,6.0,67,46,5,110,5,3,0,Yoel Romero,1,125,44%,125,1,25%,0,0,13.0,96,11,18,118,7,0,3.0
2243,2286,KO/TKO,2,458,1,Paulo Costa,1,75,64%,76,0,,0,0,8.0,39,33,3,66,8,1,0,Uriah Hall,0,58,47%,58,0,0%,0,0,3.0,45,8,5,54,4,0,3.0
2244,2287,KO/TKO,2,383,1,Paulo Costa,1,49,54%,49,0,,0,0,1.0,25,23,1,45,3,1,0,Johny Hendricks,0,27,50%,27,0,0%,0,0,0.0,10,2,15,27,0,0,3.0
2245,2288,KO/TKO,2,366,1,Paulo Costa,0,43,53%,50,0,0%,0,0,15.0,24,18,1,15,15,13,0,Oluwale Bamgbose,0,33,53%,40,2,40%,0,0,82.0,12,16,5,19,14,0,3.0
2246,2289,KO/TKO,1,77,1,Paulo Costa,1,22,68%,23,0,,0,0,5.0,18,3,1,16,0,6,0,Garreth McLellan,0,6,42%,6,0,0%,0,0,0.0,2,4,0,5,1,0,3.0
2247,2290,KO/TKO,1,41,1,Randy Costa,1,4,66%,4,0,,0,0,2.0,4,0,0,2,0,2,0,Journey Newson,0,1,20%,1,0,,0,0,0.0,1,0,0,1,0,0,2.0
2248,2291,KO/TKO,1,135,1,Randy Costa,2,22,50%,23,0,,0,0,7.0,21,1,0,19,0,3,0,Boston Salmon,0,12,54%,16,0,0%,0,0,43.0,4,7,1,11,1,0,2.0
2249,2292,Submission,2,372,0,Randy Costa,0,46,45%,49,0,,0,0,37.0,37,8,1,44,2,0,1,Brandon Davis,0,35,39%,40,0,,1,0,75.0,20,6,9,30,5,0,2.0
2250,2293,Decision - Unanimous,3,900,0,Patrick Cote,0,44,33%,51,0,0%,0,0,33.0,27,9,8,38,6,0,1,Thiago Alves,2,79,50%,103,1,100%,0,0,162.0,44,8,27,54,9,16,1.0
2251,2294,KO/TKO,3,755,0,Patrick Cote,0,46,49%,57,0,0%,0,0,0.0,17,17,12,45,1,0,1,Donald Cerrone,3,73,61%,92,2,66%,1,0,283.0,42,14,17,48,8,17,1.0
2252,2295,KO/TKO,2,374,1,Patrick Cote,1,42,66%,55,0,,1,1,90.0,31,4,7,13,9,20,0,Ben Saunders,0,11,40%,44,1,100%,0,0,94.0,4,7,0,7,3,1,1.0
2253,2296,KO/TKO,3,686,1,Patrick Cote,1,60,64%,106,0,0%,0,0,160.0,48,3,9,31,9,20,0,Joshua Burkman,0,45,49%,49,1,100%,0,0,60.0,26,12,7,39,6,0,1.0
2254,2297,Decision - Unanimous,3,900,1,Patrick Cote,0,21,43%,110,3,50%,1,1,382.0,11,6,4,8,6,7,0,Joe Riggs,0,21,60%,47,2,100%,0,0,260.0,15,3,3,9,9,3,1.0
2255,2298,Decision - Unanimous,3,900,0,Patrick Cote,0,53,43%,55,0,0%,0,0,107.0,9,8,36,41,12,0,1,Stephen Thompson,1,64,47%,67,0,,0,0,39.0,46,9,9,52,8,4,1.0
2256,2299,Decision - Unanimous,3,900,1,Patrick Cote,0,33,54%,127,3,33%,0,0,434.0,22,5,6,6,5,22,0,Kyle Noke,0,50,58%,67,0,,0,0,26.0,20,12,18,33,8,9,1.0
2257,2300,Decision - Unanimous,3,900,1,Patrick Cote,0,72,53%,97,0,0%,0,0,222.0,52,9,11,55,15,2,0,Bobby Voelker,0,83,47%,153,4,80%,0,0,343.0,55,14,14,38,30,15,1.0
2258,2301,DQ,1,86,1,Patrick Cote,0,14,42%,14,0,,0,0,0.0,9,3,2,8,6,0,0,Alessio Sakara,1,24,70%,24,0,,0,0,13.0,19,5,0,3,12,9,1.0
2259,2302,Decision - Unanimous,3,900,0,Patrick Cote,0,51,38%,79,0,0%,0,0,70.0,19,17,15,43,8,0,1,Cung Le,0,55,48%,58,2,100%,0,0,73.0,27,22,6,46,9,0,1.0
2260,2303,Decision - Unanimous,3,900,0,Patrick Cote,0,6,27%,28,0,,0,1,8.0,5,1,0,0,4,2,1,Tom Lawlor,0,49,65%,153,5,83%,3,0,782.0,33,6,10,5,11,33,1.0
2261,2304,Submission,2,505,0,Patrick Cote,0,22,59%,35,2,100%,1,0,99.0,19,0,3,19,2,1,1,Alan Belcher,0,27,52%,44,1,100%,1,1,147.0,9,13,5,22,3,2,1.0
2262,2305,KO/TKO,3,639,0,Patrick Cote,0,16,32%,18,0,0%,0,0,28.0,3,2,11,13,1,2,1,Anderson Silva,0,29,72%,32,1,100%,0,0,97.0,11,9,9,21,7,1,1.0
2263,2306,Decision - Split,3,900,1,Patrick Cote,0,24,37%,39,0,,0,0,105.0,13,3,8,16,5,3,0,Ricardo Almeida,0,26,41%,36,2,18%,2,0,296.0,15,11,0,9,2,15,1.0
2264,2307,KO/TKO,1,104,1,Patrick Cote,1,14,45%,14,0,,0,0,3.0,13,1,0,5,3,6,0,Drew McFedries,0,8,53%,8,0,,0,0,0.0,2,1,5,7,1,0,1.0
2265,2308,KO/TKO,1,285,1,Patrick Cote,1,20,64%,32,0,0%,1,0,161.0,15,1,4,7,2,11,0,Kendall Grove,0,12,44%,25,0,0%,0,0,6.0,3,7,2,3,9,0,1.0
2266,2309,Decision - Unanimous,3,900,1,Patrick Cote,0,50,58%,58,1,33%,0,0,147.0,24,10,16,28,19,3,0,Scott Smith,0,34,37%,35,0,0%,0,0,172.0,28,2,4,19,15,0,1.0
2267,2310,Submission,1,138,0,Patrick Cote,0,0,0%,0,0,,0,0,0.0,0,0,0,0,0,0,1,Travis Lutter,0,0,,5,1,50%,1,0,117.0,0,0,0,0,0,0,1.0
2268,2311,Decision - Split,3,900,0,Patrick Cote,0,26,41%,30,1,50%,0,0,121.0,18,4,4,8,15,3,1,Chris Leben,0,26,41%,185,1,20%,0,0,547.0,17,4,5,9,12,5,1.0
2269,2312,Submission,3,755,0,Patrick Cote,2,37,68%,49,0,,0,1,281.0,28,5,4,14,5,18,1,Joe Doerksen,0,9,37%,35,4,66%,4,1,327.0,3,5,1,4,1,4,1.0
2270,2313,Decision - Unanimous,3,900,0,Patrick Cote,0,11,40%,26,0,0%,0,0,0.0,11,0,0,7,2,2,1,Tito Ortiz,0,45,60%,166,2,66%,0,0,761.0,42,3,0,1,0,44,1.0
2271,2314,Submission,1,234,0,JC Cottrell,0,1,16%,8,1,100%,0,0,157.0,1,0,0,1,0,0,1,Jason Gonzalez,0,4,22%,4,0,,1,0,7.0,3,1,0,4,0,0,1.0
2272,2315,Decision - Unanimous,3,900,0,JC Cottrell,0,14,26%,39,0,,0,1,86.0,9,1,4,14,0,0,1,Michel Prazeres,0,48,62%,70,7,50%,1,1,403.0,31,14,3,40,2,6,1.0
2273,2316,Decision - Unanimous,3,900,1,Rashad Coulter,1,98,62%,108,0,,0,0,12.0,80,12,6,69,27,2,0,Hu Yaozong,0,92,52%,98,0,0%,0,0,322.0,33,24,35,70,22,0,3.0
2274,2317,KO/TKO,2,533,0,Rashad Coulter,0,30,52%,30,0,0%,0,0,1.0,26,4,0,19,11,0,1,Chris de la Rocha,0,40,50%,79,3,75%,2,0,320.0,36,3,1,14,8,18,3.0
